parent_clip_id,clip_id,video_id,speaker_id,language,emotion,source_url,start_sec,end_sec,duration_sec,chunk_index,transcription,transcribed,selected,reviewed
pK5aQfHIOt8_0,pK5aQfHIOt8_0_30,pK5aQfHIOt8,pK5aQfHIOt8,hi-IN,Angry,https://www.youtube.com/shorts/pK5aQfHIOt8,0,30,30,0,"तुम्हारी हिम्मत कैसे हुई मेरे डैड पर हाथ उठाने की? कितने दिन से जानती हूँ मैं तुम्हें? दो दिन? अरे नहीं, मैं तब से जानती हूँ जब से मैं पैदा हुई थी। ये मेरे डैड हैं। ये गलत तो कभी हो ही नहीं सकते। इसलिए क्या नाम बताया था तुमने अपना? ऋषभ। ऋषभ रॉय। जितनी आसानी से मैं तुम्हारा नाम भुला सकती हूँ ना, उतनी आसानी से इस रिश्ते",Y,Y,
pK5aQfHIOt8_0,pK5aQfHIOt8_30_53,pK5aQfHIOt8,pK5aQfHIOt8,hi-IN,Angry,https://www.youtube.com/shorts/pK5aQfHIOt8,30,53,23,1,"को भी खत्म कर सकती हूं। मेरे डैड ना एक बिजनेसमैन है। और बिजनेस के उसोलों से देखा जाए तो 20 साल का रिश्ता दो दिन के रिश्ते पर भारी पड़ेगा। ओह गॉड, मैं फिर से तुम्हारा नाम भूल गई। ऋषभ। ऋषभ रॉय। जस्ट गेट आउट एंड गेट लॉस्ट फ्रॉम हिम।",Y,Y,
84iFWmleVWU_0,84iFWmleVWU_0_30,84iFWmleVWU,84iFWmleVWU,hi-IN,Angry,https://www.youtube.com/shorts/84iFWmleVWU,0,30,30,0,"अब मेरी सुनो। मैं तुमसे पहले भी कहा था और अब भी कह रही हूं क्लियर वर्ड्स पे। मैं शादी करने के बिल्कुल भी मूड में नहीं हूं। और अभी पांच साल तो बिल्कुल नहीं रोहन। और इसीलिए मैंने तुम्हारे घर वालों को मना किया था। तुमने क्या किया? मेरे घर पे शगुन लेके भेज दिया। मैंने बहुत सारी प्रॉब्लम्स देखी है, एक नॉर्मल लाइफ नहीं जी है मैंने। और मुझे अपनी लाइफ में नॉर्मल लड़कियों की तरह घर गृहस्थी नहीं संभालनी, बच्चे पैदा नहीं करने, यह नहीं है मेरा ऐम। हां, मुझे तुम पसंद हो।",Y,Y,
84iFWmleVWU_0,84iFWmleVWU_30_42,84iFWmleVWU,84iFWmleVWU,hi-IN,Angry,https://www.youtube.com/shorts/84iFWmleVWU,30,42,12,1,मैं शादी नहीं कर सकती हूँ और ये मेरा लास्ट डिसीजन है। अगर तुम्हें ये चीज़ पसंद है और तुम मेरा इस पर सपोर्ट करते हो तो मैं तुमसे शादी करने के लिए आगे सोचूँगी।,Y,Y,
0JoEPjV004M_0,0JoEPjV004M_0_30,0JoEPjV004M,0JoEPjV004M,hi-IN,Angry,https://www.youtube.com/shorts/0JoEPjV004M,0,30,30,0,"अरे आपको दिक्कत क्या है हमसे? कम से कम हम कोशिश तो कर रहे हैं ना। बाकी मोहल्ले के लौंडों के जैसे सड़क पे आवारागर्दी तो नहीं कर रहे हैं, लंटाई तो नहीं कर रहे हैं। पढ़ाई में ध्यान दिए होते तो। अरे नहीं गया ध्यान पढ़ाई पे। नहीं समझता हमको क्या करें, दिमाग कम आए क्या करें। आप यहीं से मिला है दिमाग हमको। आप यहीं का डीएनए है हमारे अंदर। आप में था दिमाग? आप यहीं से बोल रहे हैं, आप में था दिमाग? अम्मा में है, लगता है आपको?",Y,Y,
0JoEPjV004M_0,0JoEPjV004M_30_34,0JoEPjV004M,0JoEPjV004M,hi-IN,Angry,https://www.youtube.com/shorts/0JoEPjV004M,30,34,4,1,,,,
qqgXhkna_t4_0,qqgXhkna_t4_0_30,qqgXhkna_t4,qqgXhkna_t4,hi-IN,Angry,https://www.youtube.com/shorts/qqgXhkna_t4,0,30,30,0,"अभी तक तेरी हर गलती को मैं सोच के माफ करता आया हूं कि तू भी बच्चा, अबोध, नादान और मूर्ख है। लेकिन आज तूने साबित कर दिया कि तू अब बच्चा नहीं बल्कि कृतज्ञ, दुराचारी और दंभी मनुष्य है जो सत्ता के मत में यह भी भूल गया कि तुझे मनुष्य बनाए किसने। तूने मुझे नहीं जाना। मुझे नहीं पहचाना। मैं कृष्ण हूं। मैं वो हूं जिसके प्रेम से पूरा संसार तरसता और जिसके क्रोध से समस्त",Y,Y,
qqgXhkna_t4_0,qqgXhkna_t4_30_39,qqgXhkna_t4,qqgXhkna_t4,hi-IN,Angry,https://www.youtube.com/shorts/qqgXhkna_t4,30,39,9,1,"मान करता है। मैं जन्म हूं, मैं ही हूं, मृत्यु में अनादि हूं। इसलिए मैं था, मैं हूं और सदैव रहूंगा। लेकिन याद रख दुर्योधन, मैं हमेशा तेरे काल का मैं रहूंगा।",Y,Y,
zGIpp36Bt0g_0,zGIpp36Bt0g_0_7,zGIpp36Bt0g,zGIpp36Bt0g,hi-IN,Whisper,https://www.youtube.com/shorts/zGIpp36Bt0g,0,7,7,0,"आज का दिन बस खत्म होने वाला है, तो एक स्वीट सी गुड नाइट हग।",Y,Y,
Zc18Txx_k1c_25,Zc18Txx_k1c_25_55,Zc18Txx_k1c,Zc18Txx_k1c,hi-IN,Whisper,https://www.youtube.com/watch?v=Zc18Txx_k1c,25,55,30,0,"अरे नमस्ते नमस्ते आइए, क्या हाल चाल है आपके? बस आप बताइए। और कैसी जरूरत पड़ी? काफी लंबा समय हो गया आपसे मिले हुए। अच्छा। हां, मैं वही सोच रहा था कि आए नहीं काफी समय से। पता नहीं कहीं घर शिफ्ट कर लिया कि क्या हो गया। अच्छा अच्छा हां। जी अब तो मतलब आपका रास्ता भी अलग से निकलता है, हां। चलिए नेबर बड़ा अच्छा लगा। कुछ चाय पानी वगैरह कुछ।",Y,Y,
Zc18Txx_k1c_25,Zc18Txx_k1c_55_63,Zc18Txx_k1c,Zc18Txx_k1c,hi-IN,Whisper,https://www.youtube.com/watch?v=Zc18Txx_k1c,55,63,8,1,और बताइए क्या सेवा है? टिकट बुक करानी है। अच्छा।,Y,Y,
Zc18Txx_k1c_86,Zc18Txx_k1c_86_112,Zc18Txx_k1c,Zc18Txx_k1c,hi-IN,Whisper,https://www.youtube.com/watch?v=Zc18Txx_k1c,86,112,26,0,"तो अभी दरअसल पिछले दो महीने में कुछ टाइमिंग में चेंजेस हुई थी तो पता करना पड़ेगा, कंफर्म करना पड़ेगा कि क्या टाइमिंग्स हैं अब। जी दो टाइम पे निकलती हैं। एक एक शाम के chaar बजे four पीएम और एक निकलती है सुबह six बजे, सवा six बजे दो टाइम पे। जी सोच लीजिए आप।",Y,Y,
Zc18Txx_k1c_118,Zc18Txx_k1c_118_131,Zc18Txx_k1c,Zc18Txx_k1c,hi-IN,Whisper,https://www.youtube.com/watch?v=Zc18Txx_k1c,118,131,13,0,सुबह सुबह ज्यादा रश नहीं मिलेगा आपको अगर आप अगर एडजस्ट कर सकते हैं तो मेरे ख्याल से सुबह का टाइम बड़ा अच्छा रहेगा आपके लिए। आप तो वैसे ही सुबह उठने वाले हैं। तो सुबह का ही कर देता हूं।,Y,Y,
7-q8EvCGZzI_0,7-q8EvCGZzI_0_15,7-q8EvCGZzI,7-q8EvCGZzI,hi-IN,Whisper,https://www.youtube.com/shorts/7-q8EvCGZzI,0,15,15,0,"सुनो, आप मेरे चैनल को लाइक, सब्सक्राइब, शेयर क्यों नहीं करते? वैसे इस तरह से धीमी आवाज में बात करने को, खुसर-फुसर करने को इंग्लिश में कहते हैं विस्पर। वो लड़कियां तुम्हारे बारे में खुसर-फुसर।",Y,Y,
JYjf85P4N0Y_0,JYjf85P4N0Y_0_30,JYjf85P4N0Y,JYjf85P4N0Y,hi-IN,Whisper,https://www.youtube.com/watch?v=JYjf85P4N0Y,0,30,30,0,"हेलो, नमस्ते। स्वागत है आपका हमारे फास्ट फूड कॉर्नर में। जी, बड़ा अच्छा लगा कि आप आए वापस। जी, दरअसल हमने पिछले कुछ समय से दुकान अपनी बंद करके रखी थी क्योंकि वो लॉकडाउन वगैरह का चक्कर पड़ रहा था। तो लोग वैसे भी नहीं आ रहे थे और अगर आ भी रहे थे तो कभी कभार पुलिस आती थी और वो दुकान बंद करवा के चली जाती थी। सो,",Y,Y,
JYjf85P4N0Y_0,JYjf85P4N0Y_30_60,JYjf85P4N0Y,JYjf85P4N0Y,hi-IN,Whisper,https://www.youtube.com/watch?v=JYjf85P4N0Y,30,60,30,1,"जी, इस वजह से हम नहीं खुल पा रहे थे। तो अब क्या खाना चाहेंगे? चाउमीन या मोमो? ये दो चीजें हम रखते हैं। चाय चाहिए तो चाय पी ले, पैसे मिल रहे हैं। जी। मोमोज, ओके। तो अब ये तैयार नहीं हुए हैं तो आपको थोड़ी देर इंतजार करना पड़ेगा। बस कुछ मिनट की बात है। ओके। और",Y,Y,
YAunXxhGZ5c_0,YAunXxhGZ5c_0_30,YAunXxhGZ5c,YAunXxhGZ5c,en-IN,Calm,https://www.youtube.com/watch?v=YAunXxhGZ5c,0,30,30,0,"The first question. Bhagwan, people are wondering what will happen when you are gone? When you leave your body, will the ashram become a dead institution and will you just become dead?",Y,Y,
YAunXxhGZ5c_0,YAunXxhGZ5c_30_60,YAunXxhGZ5c,YAunXxhGZ5c,en-IN,Calm,https://www.youtube.com/watch?v=YAunXxhGZ5c,30,60,30,1,"deified and forgotten. My concern is the immediate this moment. Beyond this moment, nothing exists.",Y,Y,
9c6U_iZ3qBg_6,9c6U_iZ3qBg_6_36,9c6U_iZ3qBg,9c6U_iZ3qBg,en-IN,Calm,https://www.youtube.com/watch?v=9c6U_iZ3qBg,6,36,30,0,"Unfortunately, this has been the way of the humanity. When they feel helpless, they bow down, when they feel a little powerful, they step on your head. There's nothing new about it in this world. So devotion means just that, to change that. That you do not choose whether situations or people to as to how you are. You are.",Y,Y,
9c6U_iZ3qBg_6,9c6U_iZ3qBg_36_66,9c6U_iZ3qBg,9c6U_iZ3qBg,en-IN,Calm,https://www.youtube.com/watch?v=9c6U_iZ3qBg,36,66,30,1,"or the way you are. That your way of being is not anymore determined by who is standing in front of you. That's the idea of devotion. Everything else, whatever other values you know, other ways of behavior you know with people, always is determined by who's standing in front of you right now and what kind of situation are you in right now. Devotion means just that. Somebody is there.",Y,Y,
9c6U_iZ3qBg_6,9c6U_iZ3qBg_66_90,9c6U_iZ3qBg,9c6U_iZ3qBg,en-IN,Calm,https://www.youtube.com/watch?v=9c6U_iZ3qBg,66,90,24,2,"Nobody is there, whoever is there. Whatever the situation, you are still the same person. This is the best way to establish your way of being. Right now that's the whole problem. You are still too much of a flux. When you're so much of a flux, how to take you anywhere?",Y,Y,
4ZQkYSpmOdU_38,4ZQkYSpmOdU_38_68,4ZQkYSpmOdU,4ZQkYSpmOdU,en-IN,Calm,https://www.youtube.com/watch?v=4ZQkYSpmOdU,38,68,30,0,"Say, this is an unfortunate condition that a whole lot of human beings are in. In their experience, in their personal experience, life is like me versus the universe. Being in competition with the universe is a stupid thing to do. That's not a competition you must get into. Hello? Me versus the universe is a bad competition to get into. What do you also agree with?",Y,Y,
Lvha4l-Jkt8_0,Lvha4l-Jkt8_0_30,Lvha4l-Jkt8,Lvha4l-Jkt8,hi-IN,Calm,https://www.youtube.com/watch?v=Lvha4l-Jkt8,0,30,30,0,"चुपचाप खुद को निखारो। संसार को बताने से पहले स्वयं को बनाने की कला सीखो। बहुत लोग अपने सपनों की घोषणा कर देते हैं, पर उन्हें पूरा करने का धैर्य नहीं रखते। बहुत लोग अपनी योजनाओं का शोर करते हैं, पर अपने भीतर की कमजोरी से जीत नहीं पाते। बहुत लोग दुनिया को दिखाना चाहते हैं कि वे क्या बनने वाले हैं, पर स्वयं से यह नहीं पूछते कि वे आज क्या हैं। इसलिए सबसे पहली बात समझो, घोषणा से जीवन नहीं बदलता।",Y,Y,
Lvha4l-Jkt8_0,Lvha4l-Jkt8_30_60,Lvha4l-Jkt8,Lvha4l-Jkt8,hi-IN,Calm,https://www.youtube.com/watch?v=Lvha4l-Jkt8,30,60,30,1,"मन से बदलता है। शोर से सम्मान नहीं मिलता, मूल्य से मिलता है। आज का मनुष्य एक विचित्र दौड़ में है। वह चाहता है कि लोग उसे बड़ा माने। उससे पहले कि वह बड़ा बने। वह चाहता है कि लोग उसकी तारीफ करें। उससे पहले कि वह प्रशंसा योग्य बने। वह चाहता है कि दुनिया उसे गंभीरता से ले, जबकि उसने स्वयं को अभी तक गंभीरता से लिया ही नहीं। यही दुख है। मनुष्य परिणाम चाहता है, प्रक्रिया से बचना चाहता है। लेकिन",Y,Y,
Lvha4l-Jkt8_0,Lvha4l-Jkt8_60_70,Lvha4l-Jkt8,Lvha4l-Jkt8,hi-IN,Calm,https://www.youtube.com/watch?v=Lvha4l-Jkt8,60,70,10,2,"प्रकृति का नियम स्पष्ट है। बीज पहले मिट्टी में छुपता है, तब वृक्ष बनता है। जड़े पहले अंधेरे में बढ़ती हैं, तब शाखाएं आकाश छूती हैं।",Y,Y,
h2O-a7_5giM_0,h2O-a7_5giM_0_30,h2O-a7_5giM,h2O-a7_5giM,hi-IN,Calm,https://www.youtube.com/watch?v=h2O-a7_5giM,0,30,30,0,"अभी आपको जीवन का कोई अनुभव नहीं है, मुख्य रूप से आप बस विचारों, भावनाओं, धारणाओं, राय और पक्षपातों का एक पुलिंदा हैं। आप अपने मानसिक नाटक को ही जीवन मान बैठे। आपको देखना चाहिए लोग कैसे मरते हैं, यह बहुत महत्वपूर्ण है। अगर आप लोगों को मरते हुए देखें, तो दुनिया के 80 percent से ज़्यादा लोगों को मौत का पल आने पर।",Y,Y,
h2O-a7_5giM_0,h2O-a7_5giM_30_60,h2O-a7_5giM,h2O-a7_5giM,hi-IN,Calm,https://www.youtube.com/watch?v=h2O-a7_5giM,30,60,30,1,"कोई दर्द नहीं होता, कोई डर भी नहीं होता, पर आप उनके चेहरे पर हैरानी देखेंगे। वो ऐसे जाते हैं क्योंकि ये कुछ ऐसा ही है कि आप टिकट लेकर फिल्म देखने सिनेमा हॉल गए, सीट पर बैठे पर ट्रेलर देखते देखते ही सो गए और फिल्म खत्म होने पर जब उन्होंने बत्तियां जलाईं तब आप जागे। क्या फिल्म खत्म हो गई? ज़्यादातर लोग",Y,Y,
h2O-a7_5giM_0,h2O-a7_5giM_60_70,h2O-a7_5giM,h2O-a7_5giM,hi-IN,Calm,https://www.youtube.com/watch?v=h2O-a7_5giM,60,70,10,2,"ऐसे ही मर रहे हैं। यह मरने का सबसे दुर्भाग्यपूर्ण तरीका है क्योंकि इससे पहले कि आप अपना खाता खोलें, सब खत्म। आपके अपने विचारों और।",Y,Y,
Qiq5ulwT-_4_61,Qiq5ulwT-_4_61_91,Qiq5ulwT-_4,Qiq5ulwT-_4,hi-IN,Calm,https://www.youtube.com/watch?v=Qiq5ulwT-_4,61,91,30,0,"मान लीजिए अचानक आपको पता चले कि इन युवतियों में से कोई पिछले जन्म में आपकी मां थी। आप आंख में आंसू लेकर उसके पास गए पर उसे यह पसंद नहीं आएगा। अब आप उसे नजरअंदाज भी नहीं कर सकते क्योंकि वह आपकी मां है, सारी भावनाएं वापस आ जाएंगी। गहरी भावनाएं। जो बातें अनकही और अधूरी रह गई थी, अब आप पूरी करना चाहेंगे लेकिन वह तैयार नहीं। वह युवा महिला है।",Y,Y,
Qiq5ulwT-_4_61,Qiq5ulwT-_4_91_101,Qiq5ulwT-_4,Qiq5ulwT-_4,hi-IN,Calm,https://www.youtube.com/watch?v=Qiq5ulwT-_4,91,101,10,1,"आपकी माँ नहीं, वह आप पर हंसेगी। इससे भी बुरा, यह लड़का जो आपके सामने बैठा है, आपको अचानक याद आए कि पिछले जन्म में यह आपकी।",Y,Y,
uAZAejWeacQ_0,uAZAejWeacQ_0_30,uAZAejWeacQ,uAZAejWeacQ,en-IN,Motivation,https://www.youtube.com/shorts/uAZAejWeacQ,0,30,30,0,"While the secret of success is hidden in these minute things and not in big philosophies, if we understand small things, big ones will also be understood automatically. And what is that small thing that I'm talking about? That be it a job interview, be it dancing, be it a business, or be it anything in the world, it just seems to be difficult. In reality, it is neither difficult nor easy.",Y,Y,
uAZAejWeacQ_0,uAZAejWeacQ_30_41,uAZAejWeacQ,uAZAejWeacQ,en-IN,Motivation,https://www.youtube.com/shorts/uAZAejWeacQ,30,41,11,1,"For those who believe it to be difficult for them. So today or tomorrow, it keeps getting more and more difficult for them. And for those who believe it's easy for them, it keeps getting easier for them.",Y,Y,
gmjddOpBLdo_0,gmjddOpBLdo_0_30,gmjddOpBLdo,gmjddOpBLdo,en-IN,Motivation,https://www.youtube.com/watch?v=gmjddOpBLdo,0,30,30,0,"I will tell you small few things. I hope it it helps you. So the kind of stage you are in right now, all the kids, not to the parents, but all the kids, the kind of stage you are in right now, you're going to go and start fighting with the world. This is the stage when you have prepared yourself very you have prepared yourself properly and you're ready to go and fight the world. This is the stage when your teachers, your parents, your neighbors, your granddads, uncle, aunty, liftman, milkwala, everyone going to come to you and give you advice.",Y,Y,
y_EWt8jpzFY_0,y_EWt8jpzFY_0_30,y_EWt8jpzFY,y_EWt8jpzFY,en-IN,Motivation,https://www.youtube.com/shorts/y_EWt8jpzFY,0,30,30,0,"This is a serious mistake a whole generations of people have done. That if you study, how should you study? Hard. You must study hard. If you work, how should you work? You must work hard. Why didn't they tell you you must study joyfully? Why didn't they tell you you must work lovingly? No, you must do everything hard and then you complain. You complain about everything in life because you're doing everything hard. There is substantial",Y,Y,
y_EWt8jpzFY_0,y_EWt8jpzFY_30_55,y_EWt8jpzFY,y_EWt8jpzFY,en-IN,Motivation,https://www.youtube.com/shorts/y_EWt8jpzFY,30,55,25,1,,,,
gmjddOpBLdo_52,gmjddOpBLdo_52_71,gmjddOpBLdo,gmjddOpBLdo,en-IN,Motivation,https://www.youtube.com/watch?v=gmjddOpBLdo,52,71,19,0,"my advice to you, of course, I want to be one of the doodhwalas and the gatekeeper and the lift man. My advice to you is listen to everyone, especially your parents, your teachers, your guide. Listen to everyone because I want to believe everyone wants good for you. But at the end, do what",Y,Y,
oEA_iOCxkG8_0,oEA_iOCxkG8_0_30,oEA_iOCxkG8,oEA_iOCxkG8,en-IN,Motivation,https://www.youtube.com/shorts/oEA_iOCxkG8,0,30,30,0,"No matter what, whatever your life situation, disease, death, divorce, whatever the hell is happening in your life. Even if the worst things are happening to you, still there is no reason for you to get frustrated, miserable, depressed, whatever because you came here with nothing. Whatever is happening, you're anyway on the profit side. And there is an assurance when you go, there is nothing to take. What are you crying about?",Y,Y,
oEA_iOCxkG8_0,oEA_iOCxkG8_30_46,oEA_iOCxkG8,oEA_iOCxkG8,en-IN,Motivation,https://www.youtube.com/shorts/oEA_iOCxkG8,30,46,16,1,"What is it? No, no, no, you know what they said, what they did, they looked at me like this, they said this, they said that, they did this, they did that. It doesn't matter who did what. Just see what a dastardly thing you're doing to yourself when you make yourself.",Y,Y,
DTz5ZzoSuj8_113,DTz5ZzoSuj8_113_143,DTz5ZzoSuj8,DTz5ZzoSuj8,hi-IN,Motivation,https://www.youtube.com/watch?v=DTz5ZzoSuj8,113,143,30,0,"काम को करने से, सोचने से नहीं। दैट इज पॉइंट नंबर वन। हम लोग क्या करते हैं? सोचते रहते हैं। इसको बोलते हैं पैरालिसिस ऑफ एनालिसिस। बैठे-बैठे अपने दिमाग में कुछ-कुछ कुछ-कुछ सोचते रहते हैं। और उस सोच का भी सेंटर पॉइंट क्या होता है कि ये करने से फायदा क्या है? और इसका नुकसान क्या है? इसीलिए हम अटक जाते हैं। बट जब भी कुछ नया सीखना होता है क्योंकि हमारा माइंड ऐसा है कि हमें ये लगता है कि एक बार स्कूल खत्म, कॉलेज खत्म तो पढ़ाई खत्म।",Y,Y,
DTz5ZzoSuj8_113,DTz5ZzoSuj8_143_173,DTz5ZzoSuj8,DTz5ZzoSuj8,hi-IN,Motivation,https://www.youtube.com/watch?v=DTz5ZzoSuj8,143,173,30,1,"अब लर्निंग का फेज तो खत्म, अब कमाने का फेज शुरू हो गया है। व्हाट इफ आई से कि द फील्ड दैट यू आर इन और मैं आपकी बात नहीं कर रहा, मैं किसी की भी बात कर रहा हूं, किसी भी फील्ड में आप लोग हो, क्या हो कि वो जो काम अभी आप कर रहे हो, वहां पर कोई मेजर स्लो डाउन आ जाए या आपकी जॉब चली जाए और उसके बाद में और कंपनीज में जॉब ना मिल पाए। यानी कि जो पैसा आ रहा है जिसके अकॉर्डिंग आपने कुछ खर्चे बांध लिए हैं और अपनी फैमिली को भी सपोर्ट कर रहे हो, खुद को भी सपोर्ट कर रहे हो, वो अगर एकदम से बंद",Y,Y,
DTz5ZzoSuj8_113,DTz5ZzoSuj8_173_190,DTz5ZzoSuj8,DTz5ZzoSuj8,hi-IN,Motivation,https://www.youtube.com/watch?v=DTz5ZzoSuj8,173,190,17,2,"एक्सप्लेन इट टू मी। क्या रियल एस्टेट सेक्टर में अलग-अलग कंट्रीज में मेजर स्लो डाउन्स आए हैं या नहीं आए हैं? और वो स्लो डाउन कोई दो चार पांच दिन के लिए नहीं होते हैं, कई सालों के लिए होते हैं। फिर वापस बूम आता है, इट्स लाइक अ साइकिल।",Y,Y,
0gDTwr0CEkA_0,0gDTwr0CEkA_0_30,0gDTwr0CEkA,0gDTwr0CEkA,hi-IN,Motivation,https://www.youtube.com/shorts/0gDTwr0CEkA,0,30,30,0,"अगर आपके शरीर को नहीं लग रहा कि जीवन कठिन है। शरीर, मन नहीं। इसका मतलब आप कुछ भी सार्थक नहीं कर रहे। आपका शरीर लगातार खींचना चाहिए। इसे शिकायत करना चाहिए। लेकिन आप शिकायत मत कीजिए। यही शरीर की प्रकृति है। इसे जितना ज्यादा खींचेंगे, उतना ही मजबूत बनेगा, उतना ही बेहतर बनेगा। इसका मतलब यह नहीं कि आप बस कुछ करते रहें, करते ही रहें। इसका मतलब किसी ना किसी तरह।",Y,Y,
0gDTwr0CEkA_0,0gDTwr0CEkA_30_60,0gDTwr0CEkA,0gDTwr0CEkA,hi-IN,Motivation,https://www.youtube.com/shorts/0gDTwr0CEkA,30,60,30,1,आप लगातार अपग्रेड हो रहे हैं। चाहे बाहरी काम हो या आंतरिक काम। अपग्रेडेशन इस स्तर तक होना चाहिए कि आप जहां भी खड़े हो अलग नजर आए। यह किसी से कंपटीशन नहीं है। लेकिन इस जीवन को पूरी क्षमता तक पहुंचना चाहिए। साधना पथ का यही मतलब है। अगर आप इसका सही इस्तेमाल करें तो हमेशा इस समय को इंश्योरेंस की तरह देखेंगे। जीवन आपके सामने चाहे जो भी लाए।,Y,Y,
0gDTwr0CEkA_0,0gDTwr0CEkA_60_69,0gDTwr0CEkA,0gDTwr0CEkA,hi-IN,Motivation,https://www.youtube.com/shorts/0gDTwr0CEkA,60,69,9,2,आप देखेंगे कि कोई भी चीज आपको गिरा नहीं पाएगी।,Y,Y,
mZhuYq4PDCY_0,mZhuYq4PDCY_0_15,mZhuYq4PDCY,mZhuYq4PDCY,hi-IN,Motivation,https://www.youtube.com/shorts/mZhuYq4PDCY,0,15,15,0,"दुनिया के five percent लोग गर्दन के ऊपर वाले हिस्से से कमाते हैं, गर्दन के ऊपर वाले हिस्से को इतना मजबूत रखते हैं कि पूरी दुनिया को यह अपने काबू में कर सकता है, इस हिस्से में इतनी ताकत है।",Y,Y,
sGAe5K79h-g_0,sGAe5K79h-g_0_30,sGAe5K79h-g,sGAe5K79h-g,hi-IN,Narration,https://www.youtube.com/watch?v=sGAe5K79h-g,0,30,30,0,"मैं सच्ची कहानियां सुनाना पसंद करता हूँ, झूठ बोलने से बचता हूँ। मैं आपको तीन चार छोटी-छोटी कहानियां सुना रहा हूँ। ये सारी कहानियां सच्ची हैं। एक-एक प्रतिशत सच्ची हैं। पर मैं किसी का नाम नहीं लूँगा। जिनकी कहानियां हैं उनका नाम नहीं लूँगा, उनकी प्राइवेसी का मामला है। पर हाँ, सच्ची कहानियां हैं। अच्छी बात है कि इन कहानियों के किरदार हम लोग नहीं बने। ईश्वर के लिए हम कभी ना बने, लेकिन कहानियां सच्ची हैं। जब मैं दिल्ली आया था 1990 में।",Y,Y,
sGAe5K79h-g_0,sGAe5K79h-g_30_60,sGAe5K79h-g,sGAe5K79h-g,hi-IN,Narration,https://www.youtube.com/watch?v=sGAe5K79h-g,30,60,30,1,"मैं हरियाणा के एक शहर से भिवानी से दिल्ली आया था पढ़ने के लिए। मेरे ड्रीम कॉलेजेस में हंसराज भी था पर मेरा संयुक्त से मेरा एडमिशन ज़ाकिर हुसैन में हुआ। मेरे अंक ठीक थे यहां हो सकता था पर मैं तो नई दिल्ली स्टेशन पर उतरा, बाहर निकला, पता लगा वहीं एक कॉलेज है, वहीं एडमिशन ले लिया मैंने। तो लोगों ने कहा कि यार कैंपस बड़ा अच्छा होता है, मेरा यार क्या फर्क पड़ता है, कॉलेज कॉलेज होता है, छंडो। यही छंडो में सिखाने आया हूं आप लोगों को।",Y,Y,
sGAe5K79h-g_0,sGAe5K79h-g_60_90,sGAe5K79h-g,sGAe5K79h-g,hi-IN,Narration,https://www.youtube.com/watch?v=sGAe5K79h-g,60,90,30,2,"ठीक है। स्टेशन से निकले वही कॉलेज है, मैंने घर जाना होगा तो आराम से कॉलेज से निकल जाएंगे। क्या रखा है कैंपस में? पर मेरा एक दोस्त जो मेरे साथ ही आया था उसी शहर से, उसने एडमिशन हंसराज कॉलेज में लिया। मैं और वो स्कूल के डिबेटर्स थे। डिबेटिंग में हम लोग स्कूल टाइम से काफी एक्टिव थे। डीयू में आए तो यहां भी एक्टिव रहे। डीयू में मैंने करीब five साल डिबेटिंग किया, मेरा ख्याल है कि लगभग मतलब three-400 डिबेट्स",Y,Y,
p0KLEJxNEjk_16,p0KLEJxNEjk_16_46,p0KLEJxNEjk,p0KLEJxNEjk,hi-IN,Narration,https://www.youtube.com/watch?v=p0KLEJxNEjk,16,46,30,0,मन में यह आए कि यहां यह बात अटक गई यह बात नहीं हुई कोई भी लक्ष्य तुम्हारे जीवन से बड़ा नहीं है सबसे बड़ी चीज तुम्हारी खुद की जिंदगी है सबसे पहली चीज तुम्हारी जिंदगी है मेरे पिताजी भाई साहब एक छोटे से गांव में बहुत गरीब से निम्न मध्यम वर्गीय परिवार में मेरे पिताजी ने जन्म लिया उस गांव के वह पहले ग्रेजुएट पहले पोस्ट ग्रेजुएट पहले पीएचडी पहले प्रोफेसर दसवीं करके वहां बीजी,Y,Y,
p0KLEJxNEjk_16,p0KLEJxNEjk_46_76,p0KLEJxNEjk,p0KLEJxNEjk,hi-IN,Narration,https://www.youtube.com/watch?v=p0KLEJxNEjk,46,76,30,1,"इंस्पेक्टर की नियुक्ति करने वाले लोग आए। एक बीज इंस्पेक्टर तुम तो जानते भी नहीं होगे, एक सीट इंस्पेक्टर होता है गांव में वो सीट की क्वालिटी चेक करता है। लोअर डिवीजन क्लर्क से भी नीचे का काम होता है। वो सबसे मेधावी बच्चे थे। गांव से चार बच्चे सिलेक्ट हुए उनमें से तीन को नौकरी मिल गई और मेरे पिताजी को नहीं मिली। और मेरे पिताजी बड़े परेशान हुए कि बताइए 11वीं में ही कमाने लायक हो जाता। लेकिन फिर वो प्रोफेसर हुए आज हमारा सबसे बड़ा भाई इंजीनियर है, एक वाइस चांसलर है, एक मैं हूं, सब लोग अपनी-अपनी जगहों पर हैं। अगर",Y,Y,
p0KLEJxNEjk_16,p0KLEJxNEjk_76_80,p0KLEJxNEjk,p0KLEJxNEjk,hi-IN,Narration,https://www.youtube.com/watch?v=p0KLEJxNEjk,76,80,4,2,,,,
